email_id,AI Evaluation,Body Moved,audience_layer,body_full_text,business_function,discount_code,email_class,email_name,entry_criteria,hub,hubl_conditionals,hubspot_email_id,implementation_notes,journey_code,kpi,lifecycle_stage,personalization_level,personalization_tokens,preview_text,primary_cta,priority,send_sequence_order,status,subject_line,suppression_rules,timing
J4-E3,"Summary:
- Purpose: prompt an active customer to reorder (or reply) as their current system is nearing end of cycle.
- For mixed audience in the Service hub, with subject “Your second order — a little something extra,” it offers a complimentary maintenance kit to support a second order.

Tone:
- Warm

CTA Clarity:
- Clear — it gives three concrete next steps (reply “same spec,” reply with changes, or use the reorder link) and sets an expectation for a quote within 24 hours.

Subject Grade:
- Pass — it’s specific (second order + bonus) without clickbait, all-caps, or fake urgency.",No,mixed,"{{ contact.firstname }},

Your {{ contact.hsc_last_known_system_family | default(""system"") }} is likely reaching the end of its cycle. If you've been meaning to reorder, now's a good time.

**For your second order, we're including a complimentary Maintenance Essentials Kit:**

- Sulfate-free shampoo (travel size)
- Adhesive solvent
- Replacement tape strips
- Wide-tooth vent brush

This isn't a limited-time gimmick — it's something we do for second orders because we want your maintenance routine to be set up properly from the start.

**To reorder:**
- Reply ""same spec"" and I'll send a quote in 24 hours
- Reply with changes and I'll update your spec first
- Or use the link below to start the process

[Start My Reorder →]

If right now isn't the right time, let me know when would be better and I'll follow up then.

Vincent
Hair Solutions Co.",Retention and clienteling,,Lifecycle,Loyalty Hook — Reorder with Incentive,,Service,No,,"- Workflow-triggered
- Non-discount incentive (maintenance kit) per framework recommendation
- If no engagement after this email → suppress commercial reengagement for 30 days, then enter Journey 7 (Win-Back) at 90-day inactivity mark
- If customer engages → fast-lane reorder, update `hsc_customer_profile_class` and order history

---",J4,Reply / conversion to next journey stage,Active Customer,Standard: simple personalization,"{{ contact.firstname }} | {{ contact.hsc_last_known_system_family | default(""system"") }}",Reorder this week and we'll include a maintenance essentials kit.,Reply or reorder link,2,3,Copy Ready,Your second order — a little something extra,,At expected wear-out date (if no response to E2)
J5-E1,"Summary:
- Purpose: relationship-building annual recap for a loyalist (J5) customer, reflecting on their first year and progress with their spec.
- Subject line (“Your year with Hair Solutions,  contact.firstname ”) is for a mixed audience in the Service hub and frames a personal year-in-review update.

Tone:
- Warm

CTA Clarity:
- Missing — the email is an update/thank-you note and doesn’t ask the reader to take a specific next step.

Subject Grade:
- Pass — it’s specific and personal without clickbait or all-caps, and it clearly signals an annual recap for the recipient.",No,mixed,"{{ contact.firstname }},

One year ago, you placed your first order with Hair Solutions. Here's a quick snapshot of your journey since then:

---

**Your Year in Review:**
- Systems ordered: [X]
- Current spec: {{ contact.hsc_last_known_system_family }}
{% if contact.hsc_density_preference %}
- Density: {{ contact.hsc_density_preference }}%
{% endif %}
- Spec status: {% if contact.hsc_specs_locked == true %}Locked and ready (fast-lane reorder eligible){% else %}Still refining{% endif %}

---

**What you've achieved:**
You went from [first-time research / a competitor switch / your first system] to a locked spec that works for your lifestyle. That's the goal — a system and a routine that you don't have to think about.

**What's coming:**
- We're working on [new base material / improved density options / faster production times] that may be relevant to your setup. I'll keep you posted as those become available.
- Your current spec is {% if contact.hsc_specs_locked == true %}locked, which means every reorder is as simple as saying ""same again.""{% else %}getting close to locked. One more order with minor adjustments and we'll have it dialed in.{% endif %}

Thank you for being a Hair Solutions customer. It genuinely means a lot.

Vincent
Hair Solutions Co.",Retention and clienteling,,Lifecycle,"Annual Recap — ""Year of Confidence""",Order count >= 3 AND `hsc_customer_profile_class = active_customer`,Service,Yes,,"- Workflow-triggered (requires computed fields or CRM data pull for order count)
- Use HubL programmable email for dynamic order count and spec data
- Send from Vincent's personal email, not marketing sender

---",J5,Reply / conversion to next journey stage,Loyalist,Advanced: HubL conditional / object-aware,{{ contact.firstname }} | {{ contact.hsc_last_known_system_family }} | {{ contact.hsc_density_preference }},A look back at your journey — and what's ahead.,None (relationship-building),2,1,Copy Ready,"Your year with Hair Solutions, {{ contact.firstname }}",,Annual (12 months from first order date)
J5-E2,"Summary:
- Purpose: get the recipient to reply to explore a potentially relevant product/material update for their next order.
- For a mixed audience in the Service hub, the subject line tees up that there’s something new for the recipient’s specific “setup” (personalized by system family).

Tone:
- Educational

CTA Clarity:
- Clear — the email repeatedly asks the reader to reply if they want to try the update or learn more, matching the stated primary CTA.

Subject Grade:
- Pass — it’s specific (something new for their setup) and avoids hype or clickbait, with personalization that keeps it relevant.",No,mixed,"{{ contact.firstname }},

Quick update on something relevant to your setup.

{% if contact.hsc_base_preference == ""french_lace"" or contact.hsc_base_preference == ""swiss_lace"" %}
**For lace wearers:** We've been testing [improved knot bleaching / lighter base construction / new lace weave] that delivers better hairline transparency with improved durability. Early feedback from customers wearing similar specs to yours has been strong.

If you're interested in trying it on your next order, I can build it into your spec as a test. No commitment to switch permanently — just a chance to compare.
{% elif contact.hsc_base_preference == ""nano_skin"" or contact.hsc_base_preference == ""micro_skin"" or contact.hsc_base_preference == ""thin_skin"" or contact.hsc_base_preference == ""dura_skin"" %}
**For skin-base wearers:** We've sourced [improved injection technique / new V-loop processing / thinner skin option] that offers better scalp simulation without sacrificing lifespan.

If you're interested in trying it on your next order, reply and I'll update your spec with the new option.
{% else %}
**Product update:** We've added [new base option / density customization / improved production quality] to our lineup. Based on your order history, this might be relevant to your next system.

Reply if you'd like to know more.
{% endif %}

Vincent
Hair Solutions Co.",Retention and clienteling,,Lifecycle,Artisan Update — New Technology,Order count >= 3 AND `hsc_customer_profile_class = active_customer`,Service,Yes,,"- Marketing email with HubL smart content based on `hsc_base_preference`
- Only send when genuinely new/relevant updates exist — never fabricate updates for the sake of sending
- Quarterly cadence maximum

---",J5,Reply / conversion to next journey stage,Loyalist,Advanced: HubL conditional / object-aware,"{{ contact.hsc_last_known_system_family | default(""your setup"") }} | {{ contact.firstname }}","An update on materials and options, based on what you wear.",Reply to explore,2,2,Copy Ready,"Something new for {{ contact.hsc_last_known_system_family | default(""your setup"") }} wearers",,Quarterly (when relevant product updates exist)
J5-E3,"Summary:
- Purpose: Get a loyal customer to reply with which perk they want (expedited shipping, a conditioning kit, or priority production) for a birthday or anniversary touchpoint.
- Subject line: “Something for you,  contact.firstname ” for a mixed audience in the Service hub.

Tone:
- Warm

CTA Clarity:
- Clear — it explicitly asks the recipient to reply and choose one option, and says no code is needed.

Subject Grade:
- Pass — it’s personalized and benefit-forward without clickbait or false urgency, though it is slightly vague about what the “something” is.",No,mixed,"{{ contact.firstname }},

{% if trigger == ""birthday"" %}
Happy birthday. I hope it's a good one.
{% else %}
It's been another year since your first order with us.
{% endif %}

As a thank-you for being a loyal Hair Solutions customer, I'd like to offer you something on your next order:

**Your choice of one:**
- Free expedited shipping on your next system
- A complimentary deep-conditioning treatment kit
- Priority production scheduling (your system moves to the front of the queue)

No code needed — just reply and tell me which you'd prefer, and I'll apply it to your next order.

Vincent
Hair Solutions Co.",Retention and clienteling,,Lifecycle,Birthday or Fitting Anniversary,Order count >= 3 AND `hsc_customer_profile_class = active_customer`,Service,Yes,,"- Workflow-triggered by date property
- Non-discount rewards (per framework: surprise and delight, not margin erosion)
- Log the reward choice on the Contact or Deal record

---",J5,Reply / conversion to next journey stage,Loyalist,Advanced: HubL conditional / object-aware,{{ contact.firstname }},A small thank-you from Hair Solutions.,Reply with choice,2,3,Copy Ready,"Something for you, {{ contact.firstname }}",,On birthday or annual fitting anniversary (whichever is available)
J5-E4,"Summary:
- Purpose: Reply — a brief VIP maintenance check-in asking the recipient to confirm their hair system specs still fit.
- For a mixed audience in the Service hub, with subject line “Quick spec check,  contact.firstname ”, prompting a simple response so specs can be updated before the next order.

Tone:
- Warm

CTA Clarity:
- Clear. The email explicitly asks the recipient to reply either “all good” or share what needs tweaking.

Subject Grade:
- Pass. It’s specific and low-pressure, avoids hype/all-caps, and clearly signals a quick check-in.",No,mixed,"{{ contact.firstname }},

Just a quick check-in on your current setup.

You've been wearing {{ contact.hsc_last_known_system_family | default(""your system"") }} for a while now, and I want to make sure everything is still working the way it should.

**Three quick questions:**

1. **Density** — still feeling right, or would you adjust up or down?
2. **Color** — any shift needed in grey blend percentage?
3. **Base** — any comfort or durability issues that a base change might solve?

If everything's perfect, just reply ""all good"" and I'll leave it alone. If anything needs tweaking, I'll update your spec before your next order.

Vincent
Hair Solutions Co.",Retention and clienteling,,Lifecycle,VIP Maintenance Check-In,Order count >= 3 AND `hsc_customer_profile_class = active_customer`,Service,No,,"- Simple plain-text style marketing email
- Response → update Hair System Specs object
- No response needed → no follow-up (this is a VIP courtesy, not a chase)

---",J5,Reply / conversion to next journey stage,Loyalist,Standard: simple personalization,"{{ contact.firstname }} | {{ contact.hsc_last_known_system_family | default(""your system"") }}",Making sure everything is still dialed in.,Reply,2,4,Copy Ready,"Quick spec check, {{ contact.firstname }}",,"Bi-annual (every 6 months, offset from annual recap)"
J6-E1,"Summary:
- This is the first email in the Subscription Ascension sequence, acknowledging a customer’s third order and introducing the Hair Solutions Continuity Plan as an optional subscription.
- It’s for a mixed audience of repeat customers (3+ orders) and frames the message as informational from the Service hub.

Tone:
- Warm

CTA Clarity:
- Missing — the email sets expectations for upcoming emails but does not ask the reader to take a specific action or click anything.

Subject Grade:
- Pass — it’s specific and personalized (3 orders) without clickbait or excessive urgency, and it avoids all-caps.",No,mixed,"{{ contact.firstname }},

You've now placed three orders with Hair Solutions. That's not a small thing — it tells me that the product is working for you and that we've earned your trust.

I want to let you know about something we offer our most consistent customers: **the Hair Solutions Continuity Plan.**

It's a monthly subscription that makes the reorder process automatic. But before I get into details, I want to be clear — this isn't a ""sign up now or lose out"" pitch. It's an option that exists because customers like you asked for it.

In the next couple of emails, I'll share:
- How the math works (what you've spent individually vs. what the plan costs)
- What you get beyond just the systems
- A one-time offer for your first month

No pressure. Just information.

Vincent
Hair Solutions Co.",Subscription ascension,,Lifecycle,The Celebration — Loyalty Acknowledgment,Order count >= 3 within 12 months AND NOT subscribed,Service,No,,,J6,Reply / conversion to next journey stage,Active Customer,Standard: simple personalization,{{ contact.firstname }},Something we'd like to share with our most consistent customers.,None (opens the sequence),2,1,Copy Ready,"You've been with us for 3 orders, {{ contact.firstname }}",,Triggered when third individual order closes within 12 months
J6-E2,"Summary:
- Purpose: Delivers an informational comparison of individual ordering vs. the Continuity Plan, focused on cost, convenience, and operational friction.
- For: A mixed audience of active customers, framed from the Service hub, to help them understand the value of switching from one-off orders to the plan.

Tone:
- Educational

CTA Clarity:
- Missing — The email explicitly says the CTA is “None (information delivery)” and doesn’t ask the reader to take a next step.

Subject Grade:
- Pass — Specific and descriptive without hype or clickbait, and it clearly matches the content of a numbers-based comparison.",No,mixed,"{{ contact.firstname }},

Here's a straightforward comparison based on customers with a similar order pattern to yours:

**Individual ordering (what you've been doing):**
- Average system cost: $[X] per unit
- Average orders per year: 3-4
- Annual spend: ~$[Y]
- Each order requires: new spec review, quote, payment, production queue

**Continuity Plan:**
- Monthly cost: $[Z]/month (billed monthly, cancel anytime)
- Includes: [X] systems per year, shipped on your schedule
- Annual cost: ~$[W] (saving approximately $[diff] per year)
- Each order: automatic — same spec, no requalification, priority production

**What the plan includes that individual orders don't:**
- Priority production scheduling (your system is queued ahead of one-off orders)
- Free standard shipping on every system
- Locked pricing for the duration of your plan (protected from price increases)
- Dedicated spec management — your configuration stays locked and consistent

The savings are real, but the bigger value is the convenience. No more remembering to reorder, no production delays, no requalification.

Tomorrow I'll cover one more thing: what the plan feels like day to day.

Vincent
Hair Solutions Co.",Subscription ascension,,Lifecycle,The Math of Value,Order count >= 3 within 12 months AND NOT subscribed,Service,No,,"- Requires computed fields or HubL to pull actual order history data
- If exact spend data isn't computable, use range estimates based on base type pricing

---",J6,Reply / conversion to next journey stage,Active Customer,Standard: simple personalization,{{ contact.firstname }},A transparent comparison based on your actual order history.,None (information delivery),2,2,Copy Ready,The numbers on individual vs. plan ordering,,Day 3 after J6-E1
J6-E3,"Summary:
- Purpose: Explain what the “Continuity Plan” is like in practice and reduce friction/objections ahead of a later offer.
- For: A mixed audience in the Service hub, framed as a subscription ascension touchpoint; subject line: “What the plan actually feels like”.

Tone:
- Educational

CTA Clarity:
- Missing — there’s no explicit next step (reply, view plan details, or enroll), and the copy ends as informational.

Subject Grade:
- Pass — specific and grounded in what the email covers, with no clickbait, all-caps, or artificial urgency.",No,mixed,"{{ contact.firstname }},

Here's what being on the Continuity Plan looks like in practice:

**Month 1:** Your system is produced and shipped automatically based on your locked spec. No order forms, no back-and-forth.

**Ongoing:** We track your replacement cycle based on your base type. Before your current system is due to wear out, the next one is already in production. When the new one ships, you receive a notification.

**If you need to pause:** You can pause or cancel your plan anytime. No contracts, no penalties. We'll hold your spec on file for whenever you're ready to restart.

**If you want to adjust your spec:** One message to me and I'll update it for the next production run. Density, color, grey blend — whatever needs tweaking.

**What customers tell us:**
""I used to forget to reorder and end up wearing a worn-out system for an extra month. Now it just shows up."" — Returning customer, 4th order

The point isn't to lock you in. It's to remove the friction from something you're already doing.

Vincent
Hair Solutions Co.",Subscription ascension,,Lifecycle,The Peace of Mind,Order count >= 3 within 12 months AND NOT subscribed,Service,No,,,J6,Reply / conversion to next journey stage,Active Customer,Standard: simple personalization,{{ contact.firstname }},"No reordering, no remembering, no production delays.",None (penultimate — builds to offer),2,3,Copy Ready,What the plan actually feels like,,Day 5 after J6-E1
J6-E4,"Summary:
- Purpose: Offer a one-time “first month free” Continuity Plan activation and prompt an immediate reply/activation.
- For: Mixed audience of active customers in the Service hub, referenced as an invitation tied to the subject line “Your Continuity Plan invitation — first month included”.

Tone:
- Urgency

CTA Clarity:
- Clear — the email gives a specific action (reply “I’m in”) and also presents an activation link as an alternative.

Subject Grade:
- Pass — specific and benefit-led without clickbait or all-caps, and it avoids false urgency while clearly signaling the offer.",No,mixed,"{{ contact.firstname }},

If the Continuity Plan sounds like the right fit based on what I've shared this week, here's a one-time offer:

**Your first month is on us.**

Sign up for the plan, and your first monthly charge is waived. Your next system goes into production immediately at no cost for month one. After that, your plan continues at $[Z]/month — cancel anytime.

**To activate:**
Reply ""I'm in"" and I'll set up your plan with your current locked spec. No forms to fill out.

[Activate My Continuity Plan →]

**If now isn't the right time:** No issue at all. The offer stays available for 14 days, and you can reach out whenever you decide. You'll continue receiving the same quality and service on individual orders either way.

Vincent
Hair Solutions Co.",Subscription ascension,,Lifecycle,The VIP Offer,Order count >= 3 within 12 months AND NOT subscribed,Service,No,,"- Marketing email with clear CTA
- If activated → update `lifecyclestage = recurring_subscriber`, create subscription Deal
- If no engagement after 14 days → suppress subscription messaging for 6 months, continue Journey 5 (Elite Clienteling)
- Time-limited offer is real — do not extend indefinitely (per framework: conditioning followers to trust deadlines)

---",J6,Reply / conversion to next journey stage,Active Customer,Standard: simple personalization,{{ contact.firstname }},"If you'd like to try the plan, this month is on us.","Reply ""I'm in"" or activation link",2,4,Copy Ready,Your Continuity Plan invitation — first month included,,Day 7 after J6-E1
J7-E1,"Summary:
- This email checks in with a lapsed customer to see if their hair system is still working well and invites any response, using the subject “Checking in,  contact.firstname ”.
- It’s for a mixed audience of dormant contacts, sent from the Service hub, with the purpose of re-activating the relationship via a simple reply.

Tone:
- Warm

CTA Clarity:
- Clear — the email directly asks the recipient to reply (even “all good”) and explains that any response re-activates.

Subject Grade:
- Pass — it’s personal and specific to a check-in without false urgency, clickbait, or all-caps.",No,mixed,"{{ contact.firstname }},

It's been a little while since your last order, and I wanted to check in.

No pitch, no promotion — just a genuine question: is everything okay with your system?

A few reasons customers sometimes go quiet, and what I can help with:

- **Your system is still holding up** — great. Some base types last longer than expected, especially with good maintenance.
- **Something wasn't right with your last order** — if there's an issue you haven't mentioned, I'd rather know about it now so I can help sort it out.
- **You're wearing a system from somewhere else** — no hard feelings. If you'd like to come back at any point, we have your spec on file.
- **Timing or budget** — also fine. Just let me know if you'd like me to follow up later.

Reply with whatever feels right, even if it's just ""all good.""

Vincent
Hair Solutions Co.",Win-back,,Lifecycle,The Human Note,Last order date > 90 days AND no active Deal or Ticket AND `hsc_customer_profile_class != critical`,Service,No,,"- Plain-text email from Vincent's personal sender
- Any reply → re-enter active qualification or reorder fast-lane
- No reply → J7-E2 sends

---",J7,Reply / conversion to next journey stage,Dormant,Standard: simple personalization,{{ contact.firstname }},Just wanted to make sure everything is okay on your end.,Reply (any response re-activates),2,1,Copy Ready,"Checking in, {{ contact.firstname }}",,90 days since last purchase or meaningful engagement
J7-E2,"Summary:
- This email tells lapsed customers what has changed since their last order and invites them to hear more details.
- It’s for a mixed dormant audience, sent from the Service hub, with the subject line “A few things that have changed.”

Tone:
- Educational

CTA Clarity:
- Clear — the email repeatedly asks the reader to reply if they want details, and the primary CTA is explicitly “Reply for details.”

Subject Grade:
- Pass — it’s not clickbait or all-caps, and it sets an accurate expectation that the message will cover recent changes (though it’s somewhat vague).",No,mixed,"{{ contact.firstname }},

Since your last order, we've made some improvements you might find relevant:

{% if contact.hsc_base_preference == ""french_lace"" or contact.hsc_base_preference == ""swiss_lace"" %}
- **Improved lace construction** — lighter, more transparent, and noticeably more durable than previous production runs
{% elif contact.hsc_base_preference == ""nano_skin"" or contact.hsc_base_preference == ""micro_skin"" or contact.hsc_base_preference == ""thin_skin"" or contact.hsc_base_preference == ""dura_skin"" %}
- **New skin base options** — thinner profiles with better scalp simulation and no reduction in lifespan
{% else %}
- **Updated base materials** — improved quality and durability across our lineup
{% endif %}
- **Faster production turnaround** — we've reduced average build time
- **Improved shipping** — better tracking and shorter transit times to most destinations
- **Spec management** — your configuration is saved and ready for instant reorder

If any of these matter to you, I'm happy to walk through the details. Just reply and I'll catch you up.

Vincent
Hair Solutions Co.",Win-back,,Lifecycle,"The ""What's New""",Last order date > 90 days AND no active Deal or Ticket AND `hsc_customer_profile_class != critical`,Service,Yes,,"- Marketing email with HubL smart content by base preference
- Only include genuinely true improvements — do not fabricate updates

---",J7,Reply / conversion to next journey stage,Dormant,Advanced: HubL conditional / object-aware,{{ contact.firstname }},"New materials, faster production, and improved shipping.",Reply for details,2,2,Copy Ready,A few things that have changed,,7 days after J7-E1 (if no response)
J7-E3,"Summary:
- Purpose: win-back message offering $[X] off to encourage a lapsed customer to place another system order.
- For dormant mixed audience in the Service hub; subject “$[X] off your next system,  contact.firstname ” matches the offer and personalization.

Tone:
- Warm

CTA Clarity:
- Clear — it asks the reader to reply ""I’m ready"" to receive a discounted quote (or reply with spec changes to proceed).

Subject Grade:
- Pass — specific about the discount and personalized without hype, caps, or clickbait (though $[X] should be filled with a real amount).",No,mixed,"{{ contact.firstname }},

I'd like to make it easy for you to come back.

**Here's a returning-customer offer:** $[X] off your next system order.

This applies to your exact spec on file:
{% if contact.hsc_last_known_system_family %}
- System: {{ contact.hsc_last_known_system_family }}
{% endif %}
{% if contact.hsc_density_preference %}
- Density: {{ contact.hsc_density_preference }}%
{% endif %}

If you want to adjust anything — base type, density, color — that's fine too. The offer applies regardless.

**To redeem:**
Reply ""I'm ready"" and I'll send a quote with the discount applied. Or if you need to adjust your spec first, reply with what you'd like to change.

This offer is valid for 14 days.

Vincent
Hair Solutions Co.",Win-back,,Lifecycle,The Specific Offer,Last order date > 90 days AND no active Deal or Ticket AND `hsc_customer_profile_class != critical`,Service,Yes,,"- Marketing email with personalization tokens
- Use a specific dollar amount (more effective than percentage per research)
- Dollar amount should be meaningful but sustainable — $25-$75 depending on typical order value
- If redeemed → fast-lane reorder, reset `hsc_days_since_payment`
- If not → J7-E4 final email

---",J7,Reply / conversion to next journey stage,Dormant,Advanced: HubL conditional / object-aware,{{ contact.firstname }} | {{ contact.hsc_last_known_system_family }} | {{ contact.hsc_density_preference }},A specific offer for returning customers.,Reply to redeem,2,3,Copy Ready,"$[X] off your next system, {{ contact.firstname }}",,14 days after J7-E1 (if no response)
J7-E4,"Summary:
- This email tells a mixed audience that Hair Solutions Co. is pausing active outreach unless they choose to stay on the active list via the ""Keep me on the active list"" button.
- It supports a win-back/service touchpoint and uses the subject line ""Removing you from active outreach"" to set expectations about reduced email frequency.

Tone:
- Accountable

CTA Clarity:
- Clear — it explicitly instructs the reader to click the “Keep Me on the Active List →” link if they want to keep receiving active outreach.

Subject Grade:
- Pass — it’s specific, not clickbait, and accurately reflects the email’s intent without using all-caps or false urgency.",No,mixed,"{{ contact.firstname }},

I've reached out a few times and haven't heard back. I don't want to be the brand that clutters your inbox, so I'm going to pause active emails for now.

Here's what that means:

- **You'll still get our occasional newsletter** (2-4 times per month) unless you unsubscribe
- **Your spec stays on file** — if you want to reorder in 3 months or 3 years, everything is saved
- **Your returning-customer pricing stays available** — just reach out when the timing is right

If you'd like to stay on the active list, click below:

[Keep Me on the Active List →]

Otherwise, no action needed. I'll be here whenever you're ready.

Vincent
Hair Solutions Co.",Win-back,,Lifecycle,The Last Chance — Sunset Notice,Last order date > 90 days AND no active Deal or Ticket AND `hsc_customer_profile_class != critical`,Service,No,,"- Marketing email
- If CTA clicked → keep on active marketing list, reset win-back cycle
- If no click → move to sunset segment, suppress commercial reengagement for 60 days (per reengagement playbook)
- Do NOT unsubscribe automatically — just reduce outreach frequency
- This protects sender reputation and respects the customer's inbox
- After 60-day cooling period, contact can re-enter win-back if conditions change

---",J7,Reply / conversion to next journey stage,Dormant,Standard: simple personalization,{{ contact.firstname }},Just want to respect your inbox.,"""Keep me on the active list"" button",2,4,Copy Ready,Removing you from active outreach,,21 days after J7-E1 (if no response to any prior email)
J8-E1,"Summary:
- Purpose: prompt the recipient to reply with any questions or requested changes before their Continuity Plan renewal.
- This is for a mixed audience receiving a Service-hub renewal check-in, with the subject line reflecting a “year in review” snapshot.

Tone:
- Educational

CTA Clarity:
- Clear — the email directly asks the reader to reply if they want to make changes or have questions before renewal.

Subject Grade:
- Pass — it’s specific and relevant to the renewal context, and uses personalization without clickbait or false urgency.",No,mixed,"{{ contact.firstname }},

Your Continuity Plan renewal is coming up in about 30 days. Before we get to the logistics, I want to take a moment to share what your year looked like:

---

**Your Year on the Continuity Plan:**
- Systems delivered: [X]
- Spec adjustments made: [X]
- Current spec: {{ contact.hsc_last_known_system_family }}
{% if contact.hsc_density_preference %}
- Density: {{ contact.hsc_density_preference }}%
{% endif %}
- Spec status: Locked and stable

---

**What that translated to:**
- No missed reorders or worn-out systems
- Priority production on every delivery
- Locked pricing — protected from any price adjustments this year
- Zero requalification — your spec was ready every time

**Looking ahead:**
Your plan renews on [renewal date] at $[amount]/month. Everything continues seamlessly — same spec, same schedule, same priority.

If you want to make any changes to your spec or plan level before renewal, now is a good time. Reply and I'll walk you through the options.

Vincent
Hair Solutions Co.",Renewal,,Service,30-Day Success Snapshot,Subscription anniversary approaching,Service,Yes,,"- Workflow-triggered
- Requires subscription data (renewal date, plan amount, delivery count)
- Must use HubL for computed delivery counts if not stored on a Contact property

---",J8,Reply / conversion to next journey stage,Subscriber,Advanced: HubL conditional / object-aware,{{ contact.firstname }} | {{ contact.hsc_last_known_system_family }} | {{ contact.hsc_density_preference }},A look back at what you've achieved — and what's ahead.,Reply with questions or changes,2,1,Copy Ready,"Your year on the Continuity Plan, {{ contact.firstname }}",,30 days before renewal date
J8-E3,"Summary:
- This email reminds the recipient that their Continuity Plan renews in one week and explains what they keep by renewing (price lock, production priority, and spec continuity).
- It’s for a mixed audience of subscribers in the Service hub with an upcoming renewal, and the purpose is to prompt a reply if they’re considering cancellation.

Tone:
- Educational

CTA Clarity:
- Clear — it asks the recipient to reply if they’re considering not renewing, and states that no action is needed if everything is fine.

Subject Grade:
- Pass — it’s specific (“7 days”) and directly tied to renewal without using all-caps or clickbait.",No,mixed,"{{ contact.firstname }},

Your Continuity Plan renews in one week.

**Why renewing matters:**

- **Price lock** — your current rate of $[amount]/month is protected. Pricing for new subscribers may be different.
- **Production continuity** — your next system is automatically queued for production on renewal. If your plan lapses, you'd join the standard production queue for your next order.
- **Spec preservation** — your locked spec carries over seamlessly. No re-qualification, no re-spec.

If you're considering not renewing, I'd genuinely like to understand why. If there's something we could do better, or if you want to change your plan level, reply and let me know.

If everything is good, no action is needed — your plan renews automatically on [date].

Vincent
Hair Solutions Co.",Renewal,,Service,7-Day Urgency and Continuity,Subscription anniversary approaching,Service,No,,"- Workflow-triggered
- If customer replies with intent to cancel → route to retention workflow (manual or automated)
- Retention conversation should follow tone guide: steady, no desperation, understand the real reason

---",J8,Reply / conversion to next journey stage,Subscriber,Standard: simple personalization,{{ contact.firstname }},Renewing now locks in your current rate and production priority.,Reply if considering cancellation,2,3,Copy Ready,7 days until your plan renews,,7 days before renewal date
J8-E2,"Summary:
- Purpose: Update payment link ahead of a Continuity Plan renewal; subject line: “Your plan renews in 14 days — here are the details.”
- For a mixed audience in the Service hub, it summarizes renewal details and asks the recipient to confirm payment method/spec/address.

Tone:
- Accountable

CTA Clarity:
- Vague — it says to reply to get a secure payment update link, but also includes “Update My Payment Method →” without a concrete destination or clear instruction on what to click.

Subject Grade:
- Pass — specific and non-clickbait, with a clear timeframe (14 days) and promise of details; no all-caps or false urgency.",No,mixed,"{{ contact.firstname }},

Quick heads-up — your Continuity Plan renews in two weeks.

**Renewal details:**
- **Renewal date:** [date]
- **Amount:** $[amount]/month
- **Card on file:** ending in [last 4 digits]
- **Spec:** {{ contact.hsc_last_known_system_family }} — {{ contact.hsc_density_preference | default(""standard"") }}% density

**Before renewal, please verify:**

1. **Payment method** — is the card on file still active? If you need to update it, reply and I'll send you a secure link.
2. **Spec changes** — any adjustments you want for the next cycle (color, density, grey blend)?
3. **Shipping address** — still the same?

If everything looks correct, no action is needed. Your plan will renew automatically.

[Update My Payment Method →]

Vincent
Hair Solutions Co.",Renewal,,Service,14-Day Practical Heads-Up,Subscription anniversary approaching,Service,No,,"- Workflow-triggered
- Payment method details may require Shopify/payment provider integration
- Last 4 digits of card: use if available via Commerce Hub integration, otherwise omit

---",J8,Reply / conversion to next journey stage,Subscriber,Standard: simple personalization,"{{ contact.firstname }} | {{ contact.hsc_last_known_system_family }} | {{ contact.hsc_density_preference | default(""standard"") }}","Date, amount, and what to check before renewal.",Update payment link,2,2,Copy Ready,Your plan renews in 14 days — here are the details,,14 days before renewal date
J8-E4,"Summary:
- Purpose: confirm the annual Continuity Plan will renew tomorrow and invite last-minute changes.
- For a mixed audience, this service email reminds them the plan renews tomorrow and asks them to reply if anything needs to be updated.

Tone:
- Accountable

CTA Clarity:
- Clear — it directly asks the recipient to reply now if they need to make any changes before the charge processes.

Subject Grade:
- Pass — it’s specific and straightforward without hype, all-caps, or clickbait.",No,mixed,"{{ contact.firstname }},

Your Continuity Plan renews tomorrow ([date]) at $[amount]/month.

If your payment method is current, everything will process automatically and your next system will enter the production queue.

If you need to make any last-minute changes, reply now and I'll take care of it before the charge processes.

Otherwise — we're all set. Thank you for another year with Hair Solutions.

Vincent
Hair Solutions Co.",Renewal,,Service,1-Day Final Confirmation,Subscription anniversary approaching,Service,No,,"- Workflow-triggered
- Short, clean, no overselling
- After successful renewal → reset annual clock, schedule J8-E1 for next year
- If payment fails → trigger Dunning sequence (separate from this journey, see implementation notes below)

---",J8,Reply / conversion to next journey stage,Subscriber,Standard: simple personalization,{{ contact.firstname }},Just a final heads-up. Everything is set.,Reply for changes,2,4,Copy Ready,Your plan renews tomorrow,,1 day before renewal date
